84	896514	0.447
84	896515	0.478
84	896516	0.151
84	896517	0.488
84	896518	0.638
84	896519	0.519
84	896520	0.99
84	896521	0.755
84	896522	0.615
84	896523	0.256
84	896524	0.558
84	896525	0.737
84	896526	0.824
84	896527	0.927
84	896528	0.723
84	896529	0.281
84	896530	0.382
84	896531	0.228
84	896532	0.626
84	896533	0.423
84	896534	0.885
84	896535	0.512
84	896536	0.521
84	896537	0.66
84	896538	0.327
84	896539	0.18
84	896540	0.274
84	896541	0.682
84	896542	0.735
84	896543	0.739
84	896544	0.67
84	896545	0.937
84	896546	0.482
84	896547	0.46
84	896548	0.855
84	896549	0.041
84	896550	0.627
84	896551	0.53
84	896552	0.396
84	896553	0.43
84	896554	0.335
84	896555	0.281
84	896556	0.469
85	896557	0.096
86	896558	0.403
87	896559	0.504
88	896560	0.447
89	896561	0.446
90	896562	0.354
90	896563	0.224
91	896564	0.197
92	896565	0.751
93	896566	0.296
94	896567	0.202
94	896568	0.596
94	896569	0.206
94	896570	0.963
94	896571	0.175
94	896572	0.69
94	896573	0.605
94	896574	0.493
95	896575	0.225
96	896576	0.509
97	896577	0.224
98	896578	0.328
99	896578	0.423
99	896579	0.219
99	896580	0.632
100	896581	0.462
100	896582	0.672
100	896583	0.605
100	896584	0.411
100	896585	0.999
100	896586	0.462
100	896587	0.047
100	896588	0.574
100	896589	0.584
101	896590	0.13
102	896591	0.653
103	896592	0.249
104	896593	0.459
104	896594	0.662
104	896595	0.251
104	896596	0.171
104	896597	0.521
105	896598	0.451
106	896599	0.457
107	896600	0.984
108	896601	0.952
109	896602	0.493
109	896603	0.799
109	896604	0.764
110	896605	0.724
110	896606	0.391
110	896607	0.605
110	896608	0.717
110	896609	0.602
110	896610	0.372
111	896611	0.459
112	896612	0.554
113	896613	0.821
114	896614	0.586
115	896615	0.204
115	896616	0.157
115	896617	0.702
115	896618	0.644
115	896619	0.316
115	896620	0.836
115	896621	0.627
116	896622	0.672
117	896623	0.57
117	896624	0.49
118	896625	0.577
118	896626	0.821
119	896627	0.257
119	896628	0.791
119	896629	0.284
119	896630	0.197
120	896631	0.787
121	896632	0.883
121	896633	0.553
122	896634	0.575
123	896635	0.882
124	896636	0.772
124	896637	0.657
124	896638	0.809
125	896639	0.519
126	896640	0.886
126	896641	0.55
126	896642	0.602
126	896643	0.456
126	896644	0.698
126	896645	0.206
126	896646	0.462
126	896647	0.615
126	896648	0.369
126	896649	0.746
126	896650	0.861
126	896651	0.553
126	896652	0.145
126	896653	0.358
126	896654	0.717
126	896655	0.676
127	896656	0.423
127	896657	0.588
128	896658	0.268
129	896659	0.855
130	896660	0.369
130	896661	0.511
130	896662	0.706
130	896663	0.336
130	896664	0.157
130	896665	0.71
130	896666	0.843
130	896667	0.793
130	896668	0.578
130	896669	0.446
130	896670	0.325
131	896671	0.817
132	896672	0.367
132	896673	0.613
132	896674	0.644
132	896675	0.398
132	896676	0.091
132	896677	0.842
133	896678	0.757
133	896679	0.534
133	896680	0.754
133	896681	0.401
134	896682	0.222
135	896683	0.673
136	896684	0.729
137	896685	0.758
138	896686	0.513
139	896687	0.671
139	896688	0.154
140	896689	0.377
140	896690	0.437
140	896691	0.484
141	896692	0.982
142	896693	0.703
143	896694	0.603
144	896695	0.755
145	896696	0.303
145	896697	0.798
145	896698	0.484
146	896699	0.958
147	896700	0.948
148	896701	0.838
148	896702	0.764
149	896703	0.257
150	896704	0.278
151	896705	0.865
152	896706	0.105
152	896707	0.771
153	896708	0.371
154	896709	0.156
154	896710	0.34
155	896711	0.675
156	896712	0.236
157	896713	0.635
158	896714	0.957
159	896715	0.201
159	896716	0.986
160	896717	0.395
161	896718	0.828
161	896719	0.889
161	896720	0.478
161	896721	0.452
161	896722	0.132
162	896723	0.593
163	896724	0.768
164	896725	0.597
165	896726	0.884
166	896727	0.613
167	896728	0.896
168	896729	0.643
169	896730	0.663
169	896729	0.339
169	896731	0.38
170	896732	0.359
171	896733	0.452
171	896734	0.596
171	896735	0.25
171	896736	0.337
171	896737	0.427
171	896738	0.472
172	896739	0.852
173	896740	0.665
174	896741	0.914
175	896742	0.557
176	896743	0.293
177	896744	0.28
177	896745	0.307
178	896746	0.499
178	896747	0.779
179	896748	0.589
179	896749	0.667
179	896750	0.452
179	896751	0.109
179	896752	0.445
179	896753	0.205
179	896754	0.439
179	896755	0.248
179	896756	0.473
179	896757	0.429
179	896758	0.769
179	896759	0.575
179	896760	0.381
179	896761	0.752
179	896762	0.289
179	896763	0.721
179	896764	0.733
179	896765	0.987
179	896766	0.617
179	896767	0.624
179	896768	0.491
179	896769	0.82
179	896770	0.642
179	896771	0.343
179	896772	0.443
179	896773	0.859
179	896774	0.659
180	896775	0.37
181	896776	0.622
182	896777	0.733
182	896778	0.777
182	896779	0.208
182	896780	0.865
182	896781	0.677
182	896782	0.392
182	896783	0.616
182	896784	0.811
182	896785	0.825
182	896786	0.503
182	896787	0.372
182	896788	0.757
182	896789	0.647
182	896790	0.416
182	896791	0.67
182	896792	0.165
182	896793	0.739
183	896794	0.455
183	896795	0.747
183	896796	0.259
183	896797	0.67
183	896798	0.501
183	896799	0.727
183	896800	0.473
183	896801	0.93
183	896802	0.508
183	896803	0.993
183	896804	0.796
183	896805	0.28
183	896806	0.358
183	896807	0.236
183	896808	0.996
183	896809	0.782
183	896810	0.53
183	896811	0.711
183	896812	0.746
183	896813	0.405
183	896814	0.144
183	896815	0.544
184	896798	0.874
185	896797	0.125
186	896816	0.092
187	896817	0.896
187	896818	0.652
187	896819	0.602
187	896820	0.435
187	896821	0.469
188	896822	0.914
189	896823	0.134
189	896824	0.607
190	896825	0.832
191	896826	0.421
192	896827	0.526
193	896828	0.183
194	896829	0.478
195	896830	0.567
196	896831	0.688
196	896832	0.876
197	896833	0.911
197	896834	0.209
197	896835	0.48
197	896836	0.361
197	896837	0.694
197	896838	0.666
197	896839	0.84
197	896840	0.649
197	896841	0.5
197	896842	0.584
197	896843	0.27
197	896844	0.861
197	896845	0.351
197	896846	0.682
197	896847	0.316
197	896848	0.314
197	896849	0.691
197	896850	0.671
197	896851	0.428
197	896852	0.67
197	896853	0.581
197	896854	0.542
198	896855	0.014
199	896856	0.766
200	896857	0.466
200	896858	0.844
201	896859	0.496
202	896860	0.101
203	896861	0.298
204	896862	0.613
204	896863	0.486
204	896864	0.022
205	896865	0.762
205	896866	0.161
206	896867	0.773
206	896868	0.183
206	896869	0.441
206	896870	0.28
206	896871	0.12
206	896872	0.688
206	896873	0.783
206	896874	0.44
206	896875	0.605
206	896876	0.596
206	896877	0.867
206	896878	0.949
206	896879	0.6
206	896880	0.773
206	896881	0.619
206	896882	0.567
206	896883	0.897
206	896884	0.512
206	896885	0.412
206	896886	0.47
206	896887	0.821
206	896888	0.321
206	896889	0.384
206	896890	0.364
206	896891	0.474
207	896892	0.938
207	896893	0.726
208	896894	0.62
209	896895	0.949
210	896896	0.705
211	896897	0.656
211	896898	0.482
212	896899	0.839
212	896900	0.495
212	896901	0.212
212	896902	0.63
212	896903	0.946
212	896904	0.122
212	896905	0.96
212	896906	0.64
212	896907	0.412
212	896908	0.755
212	896909	0.802
212	896910	0.989
212	896911	0.341
212	896912	0.121
212	896913	0.938
212	896914	0.736
213	896915	0.847
214	896916	0.479
214	896917	0.498
214	896918	0.657
214	896919	0.754
214	896920	0.145
214	896921	0.505
214	896922	0.705
215	896923	0.907
216	896924	0.331
217	896925	0.981
218	896926	0.831
219	896927	0.499
220	896928	0.488
220	896927	0.11
221	896929	0.24
221	896930	0.409
222	896931	0.758
223	896932	0.276
223	896927	0.692
224	896933	0.726
225	896934	0.991
225	896935	0.334
226	896936	0.942
227	896937	0.968
228	896938	0.761
229	896939	0.79
230	896940	0.516
231	896941	0.536
232	896942	0.76
233	896943	0.292
234	896944	0.655
234	896945	0.855
235	896946	0.636
235	896947	0.612
236	896948	0.432
237	896949	0.461
238	896950	0.411
239	896951	0.126
239	896952	0.197
239	896953	0.592
239	896954	0.821
239	896955	0.546
239	896956	0.8
239	896957	0.826
239	896958	0.442
239	896959	0.595
239	896960	0.817
239	896961	0.902
239	896962	0.207
239	896963	0.5
239	896964	0.081
239	896965	0.963
239	896966	0.532
239	896967	0.467
239	896968	0.956
239	896969	0.606
239	896970	0.592
239	896971	0.752
239	896972	0.107
239	896973	0.24
239	896974	0.986
239	896975	0.167
240	896976	0.364
241	896977	0.757
242	896978	0.618
243	896979	0.756
244	896980	0.778
245	896981	0.684
246	896982	0.369
246	896983	0.267
246	896984	0.642
246	896985	0.941
246	896444	0.344
246	896986	0.664
246	896987	0.731
246	896988	0.576
246	896989	0.637
247	896990	0.846
248	896991	0.688
249	896992	0.513
250	896993	0.381
251	896994	0.549
252	896995	0.557
253	896996	0.425
254	896997	0.863
255	896998	0.237
256	896999	0.318
256	897000	0.888
256	897001	0.414
256	897002	0.754
256	897003	0.32
256	897004	0.71
256	897005	0.85
256	897006	0.743
256	897007	0.085
256	897008	0.83
256	897009	0.306
256	897010	0.334
257	897011	0.407
257	897012	0.587
257	897013	0.196
257	897014	0.782
257	897015	0.766
257	897016	0.742
257	897017	0.513
257	897018	0.282
257	897019	0.314
257	897020	0.451
258	897021	0.865
259	897022	0.697
260	897023	0.746
261	897024	0.835
261	897025	0.217
261	897026	0.922
261	897027	0.469
262	897028	0.585
262	897029	0.249
263	897030	0.242
264	897031	0.48
265	897032	0.731
266	897033	0.845
266	897034	0.337
266	897035	0.172
266	897036	0.12
266	897037	0.113
266	897038	0.523
266	897039	0.534
266	897040	0.802
266	897041	0.423
266	897025	0.487
266	897042	0.688
266	897043	0.651
266	897044	0.458
266	897045	0.524
266	897046	0.535
266	897047	0.684
266	897048	0.349
266	897049	0.902
266	897050	0.745
266	897051	0.353
266	897052	0.827
267	897053	0.539
267	897054	0.795
267	897055	0.682
267	897056	0.9
267	897057	0.54
267	897058	0.74
267	897059	0.507
268	897060	0.137
269	897061	0.811
269	897062	0.374
270	897063	0.629
270	897064	0.488
270	897065	0.767
270	897066	0.726
270	897067	0.278
270	897068	0.375
270	897069	0.345
270	897070	0.814
270	897071	0.914
270	897072	0.811
270	897073	0.288
270	897074	0.619
270	897075	0.238
270	897076	0.759
270	897077	0.374
270	897078	0.93
270	897079	0.656
270	897080	0.679
270	897081	0.687
270	897082	0.719
270	897083	0.806
270	897084	0.888
270	897085	0.907
270	897086	0.166
270	897087	0.259
270	897088	0.179
270	897089	0.339
270	896371	0.157
270	897090	0.144
270	897091	0.562
270	897092	0.317
270	897093	0.596
271	897094	0.367
271	897095	0.73
272	897096	0.848
273	897097	0.123
274	897098	0.456
274	897099	0.497
274	897100	0.332
274	897101	0.656
274	897102	0.67
274	897103	0.611
274	897104	0.671
274	897105	0.85
274	897106	0.932
274	897107	0.759
274	897108	0.545
274	897109	0.485
274	897110	0.707
274	897111	0.462
274	897112	0.779
274	897113	0.807
274	897114	0.632
274	897115	0.353
274	897116	0.467
274	897117	0.347
274	897118	0.743
274	897119	0.519
274	897120	0.714
274	897121	0.691
274	897122	0.429
274	897123	0.173
274	897124	0.032
274	897125	0.448
275	897126	0.597
276	897127	0.178
277	897128	0.618
277	897129	0.626
277	897130	0.33
277	897131	0.693
277	897132	0.778
277	897133	0.48
277	897134	0.301
278	897135	0.027
279	897136	0.661
280	897137	0.897
281	897138	0.741
281	897139	0.601
282	897140	0.558
283	897141	0.509
284	897142	0.198
285	897143	0.106
286	897144	0.642
287	897145	0.033
288	897146	0.717
289	897056	0.335
289	897147	0.468
290	897148	0.911
291	897149	0.879
291	897150	0.358
292	897151	0.367
292	897152	0.255
293	897153	0.51
294	897154	0.436
295	897155	0.427
296	897156	0.16
296	897157	0.803
297	897158	0.483
298	897159	0.533
299	897160	0.588
300	897161	0.571
300	897162	0.799
300	897163	0.168
300	897164	0.31
301	897165	0.556
301	897166	0.754
302	897167	0.766
303	897168	0.756
304	897169	0.453
305	897170	0.781
306	897171	0.799
307	897172	0.546
308	897173	0.589
308	897174	0.779
308	897175	0.951
308	897176	0.917
309	897177	0.763
309	897178	0.455
309	897179	0.766
310	897180	0.832
310	897181	0.518
310	897182	0.131
310	897183	0.435
311	897184	0.746
311	897185	0.277
311	897186	0.867
312	897187	0.26
313	897188	0.459
314	897189	0.324
315	897190	0.609
316	897191	0.699
316	897192	0.607
317	897193	0.356
318	897194	0.382
319	897195	0.44
320	897196	0.417
321	897197	0.45
322	897198	0.574
322	897199	0.782
323	897200	0.976
324	897201	0.517
325	897202	0.545
326	897203	0.562
327	897204	0.376
328	897205	0.699
328	897206	0.447
328	897207	0.229
328	897208	0.569
328	897209	0.75
328	897210	0.453
328	897211	0.482
328	897212	0.914
328	897213	0.658
328	897214	0.93
328	897215	0.924
328	897216	0.673
328	897217	0.648
328	897218	0.702
328	897219	0.842
328	897220	0.805
328	897221	0.296
328	897222	0.856
329	897223	0.93
329	897224	0.536
329	897225	0.601
330	897226	0.281
331	897227	0.789
332	897228	0.018
333	897229	0.399
334	897230	0.766
334	897231	0.389
334	897232	0.52
335	897233	0.75
335	897234	0.415
335	897235	0.732
335	897236	0.951
335	897237	0.129
335	897238	0.537
335	897239	0.871
335	897240	0.242
335	897241	0.469
335	897242	0.273
335	897243	0.221
336	897244	0.429
337	897245	0.397
337	897246	0.708
337	897247	0.559
338	897248	0.805
339	897249	0.962
339	897250	0.623
339	897251	0.439
339	897252	0.024
339	897253	0.12
339	897254	0.883
339	897255	0.864
339	897256	0.406
339	897257	0.543
340	897258	0.187
340	897259	0.646
340	897260	0.791
341	896923	0.71
342	897261	0.417
342	897262	0.897
343	897263	0.17
344	897264	0.682
345	897265	0.637
346	896727	0.805
347	897266	0.443
348	897227	0.769
349	897267	0.743
350	897268	0.585
351	897269	0.411
352	897270	0.843
353	897271	0.658
354	897272	0.534
355	897273	0.352
355	897274	0.379
356	897275	0.424
357	897276	0.79
358	897276	0.648
359	897277	0.738
359	897278	0.801
359	897279	0.225
359	897280	0.761
360	897281	0.75
361	897282	0.393
361	897283	0.101
361	897284	0.884
361	897285	0.447
361	897286	0.896
361	897287	0.718
361	897288	0.573
361	897289	0.428
362	897290	0.285
363	897291	0.27
364	897292	0.217
365	897293	0.601
366	897294	0.346
366	897295	0.222
366	897296	0.469
366	897297	0.497
366	897298	0.609
366	897299	0.383
366	897300	0.789
366	897301	0.91
366	897302	0.014
366	897303	0.817
366	897304	0.381
366	897305	0.763
366	897306	0.339
366	897307	0.95
366	897308	0.918
366	897309	0.431
366	897310	0.639
366	897311	0.727
366	897312	0.754
366	897313	0.488
366	897314	0.875
366	897315	0.73
366	897316	0.266
366	897317	0.539
366	897318	0.409
366	897319	0.523
366	897320	0.774
366	897321	0.822
366	897322	0.838
366	897323	0.459
366	897324	0.544
366	897325	0.318
366	897326	0.684
366	897327	0.858
366	897328	0.595
366	897329	0.491
366	897330	0.21
366	897331	0.271
366	897332	0.336
366	897333	0.872
366	897334	0.665
366	897335	0.942
366	897336	0.696
366	897337	0.464
366	897338	0.915
366	897339	0.547
366	897340	0.163
367	897341	0.577
368	897342	0.711
368	897343	0.306
368	897344	0.529
369	897345	0.958
370	897346	0.94
371	897347	0.336
372	897348	0.264
373	897349	0.916
373	897350	0.291
374	897351	0.519
375	897352	0.796
376	897353	0.264
377	897354	0.612
378	897355	0.409
379	897356	0.115
380	897357	0.992
380	897358	0.452
381	897359	0.637
382	897360	0.928
383	897361	0.913
384	897362	0.184
385	897363	0.556
386	897364	0.889
387	897365	0.717
388	897366	0.809
389	897367	0.744
390	897368	0.909
391	897369	0.75
392	897368	0.304
393	897370	0.378
394	897371	0.623
394	897372	0.425
394	897373	0.803
395	897374	0.92
396	897375	0.637
397	897376	0.644
398	897377	0.907
399	897378	0.589
400	897379	0.791
400	897380	0.694
400	897381	0.857
400	897382	0.268
400	897383	0.646
400	897384	0.314
401	897385	0.251
402	897386	0.391
403	897387	0.334
404	897388	0.863
405	897389	0.497
406	897390	0.935
406	897391	0.68
407	897392	0.538
408	897393	0.519
408	897394	0.332
408	897395	0.592
409	897396	0.372
409	897397	0.726
409	897398	0.954
410	897399	0.414
410	897400	0.793
411	897401	0.367
411	897402	0.359
411	897403	0.435
411	897404	0.909
412	897405	0.684
412	897406	0.535
413	897275	0.34
413	897407	0.63
414	897408	0.798
414	897409	0.556
415	897410	0.503
416	897411	0.884
416	897412	0.792
417	897413	0.805
417	897414	0.424
417	897415	0.72
417	897416	0.682
417	897417	0.477
417	897418	0.46
417	897419	0.379
417	897420	0.676
417	897421	0.971
417	897422	0.975
417	897423	0.886
417	897424	0.665
417	897425	0.641
417	897426	0.311
417	897427	0.282
418	897428	0.217
419	897429	0.204
420	897430	0.42
421	897431	0.365
422	897432	0.636
422	897433	0.871
423	897434	0.913
424	897435	0.531
425	897436	0.914
425	897437	0.77
425	897438	0.749
426	897439	0.271
427	897440	0.586
428	897441	0.743
429	897442	0.304
429	897443	0.705
429	897444	0.241
429	897445	0.61
429	897446	0.553
429	897447	0.753
430	897448	0.672
431	897449	0.373
431	897450	0.207
431	897451	0.697
431	897452	0.326
431	897453	0.28
431	897454	0.577
431	897455	0.199
432	897456	0.959
433	897457	0.628
433	897458	0.384
433	897459	0.758
434	897460	0.463
435	897461	0.884
436	897462	0.377
437	897463	0.963
438	897464	0.129
439	897465	0.616
440	897466	0.925
441	897467	0.532
441	897468	0.877
442	897469	0.766
443	897470	0.492
444	897471	0.292
444	897472	0.197
445	897473	0.714
446	897474	0.421
447	897475	0.484
448	897476	0.217
449	897477	0.747
449	897478	0.193
449	897479	0.511
450	897480	0.714
451	897481	0.495
452	897482	0.796
453	897483	0.341
454	897484	0.56
455	897485	0.769
455	897486	0.881
456	897487	0.892
457	897488	0.702
458	897489	0.378
459	897490	0.437
460	897491	0.163
460	897492	0.729
461	897493	0.669
462	897494	0.322
463	897495	0.376
464	897496	0.847
464	897497	0.883
464	897498	0.374
464	897499	0.126
464	897500	0.672
464	897501	0.636
464	897502	0.849
465	897503	0.684
465	897504	0.931
465	897505	0.612
465	897506	0.461
465	897507	0.254
465	897502	0.84
466	897508	0.516
467	897509	0.265
468	897510	0.976
468	897511	0.665
468	897512	0.177
468	897513	0.502
468	897514	0.814
469	897515	0.435
469	897516	0.386
469	897517	0.151
470	897518	0.533
471	897519	0.177
472	897520	0.613
472	897521	0.796
473	897522	0.774
474	897523	0.629
475	897519	0.739
476	897524	0.101
477	897525	0.434
478	897526	0.715
479	897527	0.755
480	897528	0.768
481	897529	0.293
481	897530	0.624
482	897531	0.712
483	897532	0.514
483	897533	0.2
484	897534	0.684
484	897535	0.515
485	897536	0.601
486	897537	0.639
486	897538	0.713
486	897539	0.825
486	897540	0.398
486	897541	0.614
486	897542	0.402
486	897543	0.915
487	897544	0.77
488	897545	0.256
489	897546	0.566
489	897547	0.603
490	897548	0.456
490	897549	0.097
491	897550	0.694
492	897551	0.776
493	897552	0.114
493	897553	0.458
493	897554	0.512
493	897555	0.87
493	897556	0.456
493	897557	0.628
493	897558	0.788
493	897559	0.95
493	897560	0.891
493	897561	0.925
493	897562	0.644
493	897563	0.292
493	897564	0.95
493	897565	0.699
493	897566	0.673
493	897567	0.653
493	897568	0.505
493	897569	0.853
493	897570	0.482
493	897571	0.168
493	897572	0.784
493	897573	0.419
493	897574	0.526
493	897575	0.734
493	897576	0.905
493	897577	0.744
493	897578	0.706
493	897579	0.343
493	897580	0.608
493	897581	0.684
493	897582	0.748
493	897583	0.656
493	897584	0.636
493	897585	0.11
494	897586	0.245
494	897587	0.372
494	897588	0.906
494	897589	0.627
494	897590	0.671
494	897591	0.862
494	897592	0.24
495	897593	0.498
495	897594	0.693
495	897595	0.547
496	897596	0.27
496	897597	0.908
497	897598	0.479
497	897599	0.872
498	897600	0.465
498	897601	0.72
498	897602	0.793
498	897603	0.662
498	897604	0.966
498	897605	0.991
498	897606	0.487
498	897607	0.545
498	897608	0.611
498	896528	0.658
498	897609	0.282
498	897610	0.94
498	897611	0.641
498	897612	0.412
498	897613	0.846
498	897614	0.802
498	897615	0.596
498	897616	0.745
498	897617	0.664
498	897618	0.728
499	897619	0.549
499	897620	0.234
500	897621	0.29
501	897622	0.645
502	897623	0.711
503	897624	0.651
503	897625	0.581
504	897626	0.968
504	897627	0.915
504	897628	0.452
504	897629	0.919
504	897630	0.215
504	897631	0.687
504	897632	0.702
504	897633	0.631
504	897634	0.224
504	897635	0.707
504	897636	0.687
504	897637	0.824
504	897638	0.93
504	897639	0.535
504	897640	0.352
504	897641	0.622
504	897642	0.419
504	897643	0.487
505	897644	0.863
506	897645	0.471
507	897646	0.702
508	897647	0.567
509	897648	0.131
509	897649	0.946
510	897650	0.398
511	897651	0.457
512	897652	0.801
513	897653	0.543
514	897654	0.426
514	897655	0.365
514	897656	0.5
514	897657	0.309
514	897658	0.932
514	897659	0.607
514	897660	0.471
514	897661	0.718
514	897662	0.593
514	897663	0.74
514	897664	0.18
514	897665	0.583
514	897666	0.162
514	897667	0.225
514	897668	0.595
514	897669	0.751
514	897670	0.414
514	897671	0.487
514	897672	0.652
514	897673	0.567
514	897674	0.73
514	897675	0.924
514	897676	0.858
514	897677	0.618
514	897678	0.014
514	897679	0.27
514	897680	0.64
515	897681	0.256
516	897682	0.528
517	897683	0.369
518	897684	0.771
518	897685	0.569
518	897686	0.724
518	897687	0.665
518	897688	0.267
519	897689	0.196
520	897690	0.625
520	897691	0.89
520	897692	0.503
521	897693	0.183
522	897694	0.488
523	897695	0.657
523	897696	0.544
523	897697	0.512
523	897238	0.472
523	897698	0.459
523	897699	0.609
523	897700	0.496
523	897701	0.932
524	896356	0.583
525	897702	0.352
525	897703	0.771
525	897704	0.245
525	897705	0.441
526	897706	0.752
527	897707	0.678
527	897708	0.721
527	897709	0.837
527	897710	0.974
527	897711	0.792
527	897712	0.653
527	897713	0.937
527	897714	0.654
527	897715	0.575
527	897716	0.723
527	897717	0.358
528	897718	0.612
528	897719	0.639
529	897720	0.739
529	897721	0.635
529	897722	0.919
530	897723	0.444
530	897724	0.334
530	897725	0.528
530	897726	0.273
530	897727	0.817
530	897728	0.976
530	897729	0.862
530	897730	0.287
530	897731	0.506
530	897732	0.916
530	897733	0.559
530	897734	0.775
530	897735	0.633
530	897124	0.629
530	897736	0.586
530	897737	0.288
530	897738	0.511
530	897739	0.602
530	897740	0.735
530	897741	0.474
530	897742	0.886
530	897743	0.798
530	897744	0.73
530	897745	0.57
531	897746	0.506
532	897747	0.108
533	897748	0.241
533	897749	0.487
534	897750	0.377
534	897751	0.743
535	897752	0.356
536	897753	0.87
536	897754	0.849
536	897755	0.701
536	897756	0.919
536	896379	0.726
536	897757	0.7
536	897758	0.292
536	897759	0.717
536	897760	0.654
536	897761	0.503
536	897762	0.631
536	897763	0.099
536	897764	0.371
536	897765	0.903
536	897766	0.58
536	897767	0.795
536	897768	0.626
536	897769	0.996
536	897770	0.184
536	897771	0.841
536	897772	0.897
536	897773	0.704
536	897774	0.457
536	897775	0.475
536	897776	0.956
536	897777	0.3
536	897778	0.491
536	897779	0.418
536	897780	0.394
536	897781	0.57
536	897782	0.687
536	897783	0.553
536	897784	0.324
536	897785	0.669
536	897786	0.873
536	897787	0.705
536	897788	0.596
536	897789	0.534
536	897790	0.441
536	897791	0.377
536	897792	0.715
536	897793	0.599
536	897794	0.193
537	897795	0.564
538	897796	0.328
539	897797	0.983
540	897798	0.728
541	897799	0.256
542	897800	0.714
542	897801	0.572
543	897802	0.388
543	897803	0.429
544	897804	0.073
545	897804	0.427
546	897805	0.689
547	897806	0.845
548	897807	0.972
548	897808	0.349
549	897809	0.913
550	897810	0.765
551	897811	0.245
552	897812	0.778
553	897813	0.851
554	897814	0.591
555	897815	0.238
555	897816	0.34
556	897817	0.618
557	897818	0.731
558	897819	0.373
559	897820	0.461
560	897821	0.47
561	897822	0.497
561	897823	0.551
561	897824	0.909
561	897825	0.299
561	897826	0.62
561	897827	0.807
561	897828	0.642
